"category_name","avg_category_rating","year_month","label"
"Childrens Music",4.57,"2010.1","Top 2"
"Handbag Hangers",4.75,"2010.1","Top 1"
"Handbag Accessories",4.75,"2010.1","Top 1"
"Accessories",4.75,"2010.1","Top 1"
"Women",4.75,"2010.1","Top 1"
"Clothing, Shoes & Jewelry",4.75,"2010.1","Top 1"
"Clothing, Shoes & Jewelry",4.75,"2010.1","Top 1"
"Women",4.75,"2010.1","Top 1"
"Clothing, Shoes & Jewelry",4.75,"2010.1","Top 1"
"Handbag Accessories",4.75,"2010.1","Top 1"
"Handbag Hangers",4.75,"2010.1","Top 1"
"Handbag Hangers",4.75,"2010.1","Top 1"
"Handbag Hangers",4.75,"2010.1","Top 1"
"Handbag Accessories",4.75,"2010.1","Top 1"
"Accessories",4.75,"2010.1","Top 1"
"Women",4.75,"2010.1","Top 1"
"Clothing, Shoes & Jewelry",4.75,"2010.1","Top 1"
"Handbag Accessories",4.75,"2010.1","Top 1"
"Accessories",4.75,"2010.1","Top 1"
"Women",4.75,"2010.1","Top 1"
"Accessories",4.75,"2010.1","Top 1"
"New Age",4.53,"2010.10","Top 5"
"Traditional Folk",4.53,"2010.10","Top 5"
"Folk",4.53,"2010.10","Top 5"
"CDs & Vinyl",4.53,"2010.10","Top 5"
"Pop",4.53,"2010.10","Top 5"
"General Accessories",4.53,"2010.10","Top 4"
"Dance & Electronic",4.53,"2010.10","Top 4"
"World Dance",4.53,"2010.10","Top 4"
"Jazz",4.53,"2010.10","Top 4"
"Pop",4.53,"2010.10","Top 4"
"World Music",4.53,"2010.10","Top 4"
"Musical Instruments",4.53,"2010.10","Top 4"
"CDs & Vinyl",4.53,"2010.10","Top 4"
"Instrument Accessories",4.53,"2010.10","Top 4"
"Childrens Music",4.59,"2010.10","Top 3"
"Movies & TV",4.59,"2010.10","Top 3"
"Movies",4.59,"2010.10","Top 3"
"CDs & Vinyl",4.59,"2010.10","Top 3"
"Movies & TV",4.59,"2010.10","Top 3"
"Movies",4.59,"2010.10","Top 3"
"CDs & Vinyl",4.59,"2010.10","Top 3"
"Childrens Music",4.59,"2010.10","Top 3"
"CDs & Vinyl",4.59,"2010.10","Top 2"
"Christian",4.59,"2010.10","Top 2"
"Praise & Worship",4.59,"2010.10","Top 2"
"Special Interest",5,"2010.10","Top 1"
"Health & Personal Care",5,"2010.10","Top 1"
"Dance Pop",5,"2010.10","Top 1"
"Pop",5,"2010.10","Top 1"
"Techno",5,"2010.10","Top 1"
"Ambient",5,"2010.10","Top 1"
"Dance & Electronic",5,"2010.10","Top 1"
"Tongue Brushes, Scrapers & Cleaners",5,"2010.10","Top 1"
"Oral Hygiene",5,"2010.10","Top 1"
"CDs & Vinyl",5,"2010.10","Top 1"
"Personal Care",5,"2010.10","Top 1"
"Breath Fresheners",5,"2010.10","Top 1"
"CDs & Vinyl",4.55,"2010.11","Top 5"
"Rock",4.55,"2010.11","Top 5"
"Pop",4.55,"2010.11","Top 5"
"Britpop",4.55,"2010.11","Top 5"
"British Alternative",4.55,"2010.11","Top 5"
"Alternative Rock",4.55,"2010.11","Top 5"
"Folk",4.57,"2010.11","Top 4"
"CDs & Vinyl",4.57,"2010.11","Top 4"
"Pop",4.57,"2010.11","Top 4"
"New Age",4.57,"2010.11","Top 4"
"Traditional Folk",4.57,"2010.11","Top 4"
"Praise & Worship",4.61,"2010.11","Top 3"
"Christian",4.61,"2010.11","Top 3"
"CDs & Vinyl",4.61,"2010.11","Top 3"
"Far East & Asia",4.65,"2010.11","Top 2"
"Japan",4.65,"2010.11","Top 2"
"World Music",4.65,"2010.11","Top 2"
"CDs & Vinyl",4.65,"2010.11","Top 2"
"Folk Rock",4.65,"2010.11","Top 2"
"Rock",4.65,"2010.11","Top 2"
"CDs & Vinyl",4.65,"2010.11","Top 1"
"World Music",4.65,"2010.11","Top 1"
"Far East & Asia",4.65,"2010.11","Top 1"
"Japan",4.65,"2010.11","Top 1"
"New Age",4.57,"2010.12","Top 5"
"Traditional Folk",4.57,"2010.12","Top 5"
"CDs & Vinyl",4.57,"2010.12","Top 5"
"Folk",4.57,"2010.12","Top 5"
"Pop",4.57,"2010.12","Top 5"
"Christian",4.59,"2010.12","Top 4"
"CDs & Vinyl",4.59,"2010.12","Top 4"
"Praise & Worship",4.59,"2010.12","Top 4"
"Clothing",4.59,"2010.12","Top 3"
"Juniors",4.59,"2010.12","Top 3"
"Tanks & Camis",4.59,"2010.12","Top 3"
"Tops & Tees",4.59,"2010.12","Top 3"
"Women",4.59,"2010.12","Top 3"
"Fox",4.59,"2010.12","Top 3"
"F",4.59,"2010.12","Top 3"
"Clothing, Shoes & Jewelry",4.59,"2010.12","Top 3"
"Health & Personal Care",4.66,"2010.12","Top 2"
"Pop",4.66,"2010.12","Top 2"
"Oral Hygiene",4.66,"2010.12","Top 2"
"Breath Fresheners",4.66,"2010.12","Top 2"
"Tongue Brushes, Scrapers & Cleaners",4.66,"2010.12","Top 2"
"Dance & Electronic",4.66,"2010.12","Top 2"
"Personal Care",4.66,"2010.12","Top 2"
"Dance Pop",4.66,"2010.12","Top 2"
"Ambient",4.66,"2010.12","Top 2"
"Special Interest",4.66,"2010.12","Top 2"
"Techno",4.66,"2010.12","Top 2"
"CDs & Vinyl",4.66,"2010.12","Top 2"
"Health & Personal Care",4.83,"2010.12","Top 1"
"Household Supplies",4.83,"2010.12","Top 1"
"6V",4.83,"2010.12","Top 1"
"Household Batteries",4.83,"2010.12","Top 1"
"World Dance",4.5,"2010.2","Top 5"
"Jazz",4.5,"2010.2","Top 5"
"Pop",4.5,"2010.2","Top 5"
"World Music",4.5,"2010.2","Top 5"
"Musical Instruments",4.5,"2010.2","Top 5"
"Instrument Accessories",4.5,"2010.2","Top 5"
"Dance & Electronic",4.5,"2010.2","Top 5"
"General Accessories",4.5,"2010.2","Top 5"
"CDs & Vinyl",4.5,"2010.2","Top 5"
"Sports & Outdoors",4.62,"2010.2","Top 4"
"Hiking Daypacks",4.62,"2010.2","Top 4"
"Backpacks & Bags",4.62,"2010.2","Top 4"
"Camping & Hiking",4.62,"2010.2","Top 4"
"Outdoor Gear",4.62,"2010.2","Top 4"
"Praise & Worship",4.63,"2010.2","Top 3"
"CDs & Vinyl",4.63,"2010.2","Top 3"
"Christian",4.63,"2010.2","Top 3"
"Pop",4.63,"2010.2","Top 2"
"New Age",4.63,"2010.2","Top 2"
"Traditional Folk",4.63,"2010.2","Top 2"
"Folk",4.63,"2010.2","Top 2"
"CDs & Vinyl",4.63,"2010.2","Top 2"
"Juniors",5,"2010.2","Top 1"
"Tanks & Camis",5,"2010.2","Top 1"
"Tops & Tees",5,"2010.2","Top 1"
"Clothing",5,"2010.2","Top 1"
"Women",5,"2010.2","Top 1"
"Fox",5,"2010.2","Top 1"
"F",5,"2010.2","Top 1"
"Clothing, Shoes & Jewelry",5,"2010.2","Top 1"
"CDs & Vinyl",4.56,"2010.3","Top 5"
"Christian",4.56,"2010.3","Top 5"
"Praise & Worship",4.56,"2010.3","Top 5"
"Japan",4.6,"2010.3","Top 4"
"Far East & Asia",4.6,"2010.3","Top 4"
"World Music",4.6,"2010.3","Top 4"
"Folk Rock",4.6,"2010.3","Top 4"
"Rock",4.6,"2010.3","Top 4"
"CDs & Vinyl",4.6,"2010.3","Top 4"
"Japan",4.6,"2010.3","Top 3"
"Far East & Asia",4.6,"2010.3","Top 3"
"World Music",4.6,"2010.3","Top 3"
"CDs & Vinyl",4.6,"2010.3","Top 3"
"Pop",4.65,"2010.3","Top 2"
"CDs & Vinyl",4.65,"2010.3","Top 2"
"Folk",4.65,"2010.3","Top 2"
"Traditional Folk",4.65,"2010.3","Top 2"
"New Age",4.65,"2010.3","Top 2"
"Household Batteries",5,"2010.3","Top 1"
"Household Supplies",5,"2010.3","Top 1"
"Health & Personal Care",5,"2010.3","Top 1"
"6V",5,"2010.3","Top 1"
"Pop",4.63,"2010.4","Top 5"
"New Age",4.63,"2010.4","Top 5"
"Traditional Folk",4.63,"2010.4","Top 5"
"Folk",4.63,"2010.4","Top 5"
"CDs & Vinyl",4.63,"2010.4","Top 5"
"Handbag Hangers",4.75,"2010.4","Top 4"
"Handbag Hangers",4.75,"2010.4","Top 4"
"Handbag Accessories",4.75,"2010.4","Top 4"
"Accessories",4.75,"2010.4","Top 4"
"Women",4.75,"2010.4","Top 4"
"Handbag Accessories",4.75,"2010.4","Top 4"
"Handbag Hangers",4.75,"2010.4","Top 4"
"Handbag Accessories",4.75,"2010.4","Top 4"
"Clothing, Shoes & Jewelry",4.75,"2010.4","Top 4"
"Women",4.75,"2010.4","Top 4"
"Accessories",4.75,"2010.4","Top 4"
"Handbag Accessories",4.75,"2010.4","Top 4"
"Handbag Hangers",4.75,"2010.4","Top 4"
"Accessories",4.75,"2010.4","Top 4"
"Women",4.75,"2010.4","Top 4"
"Clothing, Shoes & Jewelry",4.75,"2010.4","Top 4"
"Clothing, Shoes & Jewelry",4.75,"2010.4","Top 4"
"Women",4.75,"2010.4","Top 4"
"Accessories",4.75,"2010.4","Top 4"
"Clothing, Shoes & Jewelry",4.75,"2010.4","Top 4"
"Swim",4.8,"2010.4","Top 3"
"Men",4.8,"2010.4","Top 3"
"Swim",4.8,"2010.4","Top 3"
"Board Shorts",4.8,"2010.4","Top 3"
"Big & Tall",4.8,"2010.4","Top 3"
"Surf, Skate & Street",4.8,"2010.4","Top 3"
"Men",4.8,"2010.4","Top 3"
"Clothing, Shoes & Jewelry",4.8,"2010.4","Top 3"
"Clothing, Shoes & Jewelry",4.8,"2010.4","Top 3"
"Men",4.8,"2010.4","Top 3"
"Clothing",4.8,"2010.4","Top 3"
"Clothing, Shoes & Jewelry",4.8,"2010.4","Top 3"
"Men",4.8,"2010.4","Top 3"
"Clothing",4.8,"2010.4","Top 3"
"Swim",4.8,"2010.4","Top 3"
"Board Shorts",4.8,"2010.4","Top 3"
"Surf, Skate & Street",4.8,"2010.4","Top 3"
"Surf, Skate & Street",4.8,"2010.4","Top 3"
"Board Shorts",4.8,"2010.4","Top 3"
"Surf, Skate & Street",4.8,"2010.4","Top 3"
"Clothing",4.8,"2010.4","Top 3"
"Board Shorts",4.8,"2010.4","Top 3"
"Swim",4.8,"2010.4","Top 3"
"Clothing",4.8,"2010.4","Top 3"
"Clothing, Shoes & Jewelry",4.8,"2010.4","Top 3"
"Surf, Skate & Street",4.8,"2010.4","Top 2"
"Board Shorts",4.8,"2010.4","Top 2"
"Big & Tall",4.8,"2010.4","Top 2"
"Clothing, Shoes & Jewelry",4.8,"2010.4","Top 2"
"Swim",4.8,"2010.4","Top 2"
"Clothing",4.8,"2010.4","Top 2"
"Men",4.8,"2010.4","Top 2"
"Tops & Tees",5,"2010.4","Top 1"
"Tanks & Camis",5,"2010.4","Top 1"
"Juniors",5,"2010.4","Top 1"
"Women",5,"2010.4","Top 1"
"Fox",5,"2010.4","Top 1"
"F",5,"2010.4","Top 1"
"Clothing, Shoes & Jewelry",5,"2010.4","Top 1"
"Clothing",5,"2010.4","Top 1"
"Japan",4.59,"2010.5","Top 5"
"CDs & Vinyl",4.59,"2010.5","Top 5"
"World Music",4.59,"2010.5","Top 5"
"Far East & Asia",4.59,"2010.5","Top 5"
"CDs & Vinyl",4.62,"2010.5","Top 4"
"Christian",4.62,"2010.5","Top 4"
"Praise & Worship",4.62,"2010.5","Top 4"
"Dance & Electronic",4.7,"2010.5","Top 3"
"Pop",4.7,"2010.5","Top 3"
"Techno",4.7,"2010.5","Top 3"
"CDs & Vinyl",4.7,"2010.5","Top 3"
"Personal Care",4.7,"2010.5","Top 3"
"Oral Hygiene",4.7,"2010.5","Top 3"
"Breath Fresheners",4.7,"2010.5","Top 3"
"Tongue Brushes, Scrapers & Cleaners",4.7,"2010.5","Top 3"
"Ambient",4.7,"2010.5","Top 3"
"Health & Personal Care",4.7,"2010.5","Top 3"
"Special Interest",4.7,"2010.5","Top 3"
"Dance Pop",4.7,"2010.5","Top 3"
"Juniors",5,"2010.5","Top 2"
"Tanks & Camis",5,"2010.5","Top 2"
"Tops & Tees",5,"2010.5","Top 2"
"Clothing",5,"2010.5","Top 2"
"Women",5,"2010.5","Top 2"
"Fox",5,"2010.5","Top 2"
"F",5,"2010.5","Top 2"
"Clothing, Shoes & Jewelry",5,"2010.5","Top 2"
"Clothing, Shoes & Jewelry",5,"2010.5","Top 1"
"Handbag Accessories",5,"2010.5","Top 1"
"Handbag Hangers",5,"2010.5","Top 1"
"Handbag Accessories",5,"2010.5","Top 1"
"Accessories",5,"2010.5","Top 1"
"Women",5,"2010.5","Top 1"
"Accessories",5,"2010.5","Top 1"
"Clothing, Shoes & Jewelry",5,"2010.5","Top 1"
"Women",5,"2010.5","Top 1"
"Accessories",5,"2010.5","Top 1"
"Handbag Accessories",5,"2010.5","Top 1"
"Clothing, Shoes & Jewelry",5,"2010.5","Top 1"
"Women",5,"2010.5","Top 1"
"Accessories",5,"2010.5","Top 1"
"Handbag Accessories",5,"2010.5","Top 1"
"Handbag Hangers",5,"2010.5","Top 1"
"Handbag Hangers",5,"2010.5","Top 1"
"Women",5,"2010.5","Top 1"
"Handbag Hangers",5,"2010.5","Top 1"
"Clothing, Shoes & Jewelry",5,"2010.5","Top 1"
"Big & Tall",4.63,"2010.6","Top 5"
"Surf, Skate & Street",4.63,"2010.6","Top 5"
"Board Shorts",4.63,"2010.6","Top 5"
"Swim",4.63,"2010.6","Top 5"
"Clothing",4.63,"2010.6","Top 5"
"Men",4.63,"2010.6","Top 5"
"Clothing, Shoes & Jewelry",4.63,"2010.6","Top 5"
"Childrens Music",4.66,"2010.6","Top 4"
"Movies",4.66,"2010.6","Top 4"
"CDs & Vinyl",4.66,"2010.6","Top 4"
"Movies",4.66,"2010.6","Top 4"
"Movies & TV",4.66,"2010.6","Top 4"
"Childrens Music",4.66,"2010.6","Top 4"
"CDs & Vinyl",4.66,"2010.6","Top 4"
"Movies & TV",4.66,"2010.6","Top 4"
"Far East & Asia",4.75,"2010.6","Top 3"
"Rock",4.75,"2010.6","Top 3"
"World Music",4.75,"2010.6","Top 3"
"CDs & Vinyl",4.75,"2010.6","Top 3"
"Folk Rock",4.75,"2010.6","Top 3"
"Japan",4.75,"2010.6","Top 3"
"Far East & Asia",4.75,"2010.6","Top 2"
"Japan",4.75,"2010.6","Top 2"
"World Music",4.75,"2010.6","Top 2"
"CDs & Vinyl",4.75,"2010.6","Top 2"
"Fox",5,"2010.6","Top 1"
"Clothing",5,"2010.6","Top 1"
"Tops & Tees",5,"2010.6","Top 1"
"Tanks & Camis",5,"2010.6","Top 1"
"Juniors",5,"2010.6","Top 1"
"Women",5,"2010.6","Top 1"
"Clothing, Shoes & Jewelry",5,"2010.6","Top 1"
"F",5,"2010.6","Top 1"
"Japan",4.51,"2010.7","Top 5"
"Far East & Asia",4.51,"2010.7","Top 5"
"World Music",4.51,"2010.7","Top 5"
"CDs & Vinyl",4.51,"2010.7","Top 5"
"CDs & Vinyl",4.55,"2010.7","Top 4"
"Folk",4.55,"2010.7","Top 4"
"Traditional Folk",4.55,"2010.7","Top 4"
"New Age",4.55,"2010.7","Top 4"
"Pop",4.55,"2010.7","Top 4"
"Praise & Worship",4.56,"2010.7","Top 3"
"Christian",4.56,"2010.7","Top 3"
"CDs & Vinyl",4.56,"2010.7","Top 3"
"Childrens Music",4.56,"2010.7","Top 2"
"Movies & TV",4.56,"2010.7","Top 2"
"Movies",4.56,"2010.7","Top 2"
"Movies & TV",4.56,"2010.7","Top 2"
"Movies",4.56,"2010.7","Top 2"
"CDs & Vinyl",4.56,"2010.7","Top 2"
"Childrens Music",4.56,"2010.7","Top 2"
"CDs & Vinyl",4.56,"2010.7","Top 2"
"Clothing, Shoes & Jewelry",4.66,"2010.7","Top 1"
"Juniors",4.66,"2010.7","Top 1"
"Tanks & Camis",4.66,"2010.7","Top 1"
"Tops & Tees",4.66,"2010.7","Top 1"
"Clothing",4.66,"2010.7","Top 1"
"Women",4.66,"2010.7","Top 1"
"Fox",4.66,"2010.7","Top 1"
"F",4.66,"2010.7","Top 1"
"CDs & Vinyl",4.65,"2010.8","Top 5"
"Praise & Worship",4.65,"2010.8","Top 5"
"Christian",4.65,"2010.8","Top 5"
"Clothing",4.66,"2010.8","Top 4"
"Trench & Rain",4.66,"2010.8","Top 4"
"Clothing, Shoes & Jewelry",4.66,"2010.8","Top 4"
"Men",4.66,"2010.8","Top 4"
"Jackets & Coats",4.66,"2010.8","Top 4"
"Men",4.75,"2010.8","Top 3"
"Clothing",4.75,"2010.8","Top 3"
"Surf, Skate & Street",4.75,"2010.8","Top 3"
"Men",4.75,"2010.8","Top 3"
"Clothing, Shoes & Jewelry",4.75,"2010.8","Top 3"
"Clothing",4.75,"2010.8","Top 3"
"Clothing",4.75,"2010.8","Top 3"
"Board Shorts",4.75,"2010.8","Top 3"
"Swim",4.75,"2010.8","Top 3"
"Surf, Skate & Street",4.75,"2010.8","Top 3"
"Board Shorts",4.75,"2010.8","Top 3"
"Men",4.75,"2010.8","Top 3"
"Clothing",4.75,"2010.8","Top 3"
"Swim",4.75,"2010.8","Top 3"
"Clothing, Shoes & Jewelry",4.75,"2010.8","Top 3"
"Swim",4.75,"2010.8","Top 3"
"Men",4.75,"2010.8","Top 3"
"Clothing, Shoes & Jewelry",4.75,"2010.8","Top 3"
"Surf, Skate & Street",4.75,"2010.8","Top 3"
"Board Shorts",4.75,"2010.8","Top 3"
"Surf, Skate & Street",4.75,"2010.8","Top 3"
"Big & Tall",4.75,"2010.8","Top 3"
"Board Shorts",4.75,"2010.8","Top 3"
"Swim",4.75,"2010.8","Top 3"
"Clothing, Shoes & Jewelry",4.75,"2010.8","Top 3"
"Surf, Skate & Street",4.75,"2010.8","Top 2"
"Big & Tall",4.75,"2010.8","Top 2"
"Board Shorts",4.75,"2010.8","Top 2"
"Clothing, Shoes & Jewelry",4.75,"2010.8","Top 2"
"Clothing",4.75,"2010.8","Top 2"
"Men",4.75,"2010.8","Top 2"
"Swim",4.75,"2010.8","Top 2"
"F",5,"2010.8","Top 1"
"Fox",5,"2010.8","Top 1"
"Tops & Tees",5,"2010.8","Top 1"
"Clothing, Shoes & Jewelry",5,"2010.8","Top 1"
"Women",5,"2010.8","Top 1"
"Juniors",5,"2010.8","Top 1"
"Tanks & Camis",5,"2010.8","Top 1"
"Clothing",5,"2010.8","Top 1"
"Japan",4.56,"2010.9","Top 5"
"CDs & Vinyl",4.56,"2010.9","Top 5"
"Rock",4.56,"2010.9","Top 5"
"Folk Rock",4.56,"2010.9","Top 5"
"World Music",4.56,"2010.9","Top 5"
"Far East & Asia",4.56,"2010.9","Top 5"
"Japan",4.56,"2010.9","Top 4"
"Far East & Asia",4.56,"2010.9","Top 4"
"World Music",4.56,"2010.9","Top 4"
"CDs & Vinyl",4.56,"2010.9","Top 4"
"CDs & Vinyl",4.62,"2010.9","Top 3"
"Praise & Worship",4.62,"2010.9","Top 3"
"Christian",4.62,"2010.9","Top 3"
"CDs & Vinyl",4.75,"2010.9","Top 2"
"Personal Care",4.75,"2010.9","Top 2"
"Oral Hygiene",4.75,"2010.9","Top 2"
"Breath Fresheners",4.75,"2010.9","Top 2"
"Tongue Brushes, Scrapers & Cleaners",4.75,"2010.9","Top 2"
"Dance & Electronic",4.75,"2010.9","Top 2"
"Ambient",4.75,"2010.9","Top 2"
"Techno",4.75,"2010.9","Top 2"
"Pop",4.75,"2010.9","Top 2"
"Health & Personal Care",4.75,"2010.9","Top 2"
"Dance Pop",4.75,"2010.9","Top 2"
"Special Interest",4.75,"2010.9","Top 2"
"Tops & Tees",5,"2010.9","Top 1"
"Juniors",5,"2010.9","Top 1"
"Clothing, Shoes & Jewelry",5,"2010.9","Top 1"
"Women",5,"2010.9","Top 1"
"Tanks & Camis",5,"2010.9","Top 1"
"Clothing",5,"2010.9","Top 1"
"Fox",5,"2010.9","Top 1"
"F",5,"2010.9","Top 1"
"Movies & TV",4.47,"2011.1","Top 5"
"Movies",4.47,"2011.1","Top 5"
"CDs & Vinyl",4.47,"2011.1","Top 5"
"CDs & Vinyl",4.47,"2011.1","Top 5"
"Childrens Music",4.47,"2011.1","Top 5"
"Movies & TV",4.47,"2011.1","Top 5"
"Movies",4.47,"2011.1","Top 5"
"Childrens Music",4.47,"2011.1","Top 5"
"Instrument Accessories",4.51,"2011.1","Top 4"
"CDs & Vinyl",4.51,"2011.1","Top 4"
"General Accessories",4.51,"2011.1","Top 4"
"Dance & Electronic",4.51,"2011.1","Top 4"
"World Dance",4.51,"2011.1","Top 4"
"Jazz",4.51,"2011.1","Top 4"
"Pop",4.51,"2011.1","Top 4"
"World Music",4.51,"2011.1","Top 4"
"Musical Instruments",4.51,"2011.1","Top 4"
"Metal",4.51,"2011.1","Top 3"
"Goth",4.51,"2011.1","Top 3"
"Death Metal",4.51,"2011.1","Top 3"
"Pop Metal",4.51,"2011.1","Top 3"
"Alternative Rock",4.51,"2011.1","Top 3"
"Rock",4.51,"2011.1","Top 3"
"Goth & Industrial",4.51,"2011.1","Top 3"
"CDs & Vinyl",4.51,"2011.1","Top 3"
"CDs & Vinyl",4.58,"2011.1","Top 2"
"Christian",4.58,"2011.1","Top 2"
"Praise & Worship",4.58,"2011.1","Top 2"
"Household Supplies",5,"2011.1","Top 1"
"Household Batteries",5,"2011.1","Top 1"
"6V",5,"2011.1","Top 1"
"Health & Personal Care",5,"2011.1","Top 1"
"CDs & Vinyl",4.58,"2011.10","Top 5"
"Childrens Music",4.58,"2011.10","Top 5"
"Movies & TV",4.58,"2011.10","Top 5"
"Movies",4.58,"2011.10","Top 5"
"CDs & Vinyl",4.58,"2011.10","Top 5"
"Childrens Music",4.58,"2011.10","Top 5"
"Movies & TV",4.58,"2011.10","Top 5"
"Movies",4.58,"2011.10","Top 5"
"CDs & Vinyl",4.59,"2011.10","Top 4"
"Christian",4.59,"2011.10","Top 4"
"Praise & Worship",4.59,"2011.10","Top 4"
"Japan",4.65,"2011.10","Top 3"
"Far East & Asia",4.65,"2011.10","Top 3"
"CDs & Vinyl",4.65,"2011.10","Top 3"
"World Music",4.65,"2011.10","Top 3"
"Rock",4.65,"2011.10","Top 3"
"Folk Rock",4.65,"2011.10","Top 3"
"CDs & Vinyl",4.65,"2011.10","Top 2"
"Far East & Asia",4.65,"2011.10","Top 2"
"Japan",4.65,"2011.10","Top 2"
"World Music",4.65,"2011.10","Top 2"
"Tanks & Camis",5,"2011.10","Top 1"
"F",5,"2011.10","Top 1"
"Juniors",5,"2011.10","Top 1"
"Tops & Tees",5,"2011.10","Top 1"
"Clothing",5,"2011.10","Top 1"
"Women",5,"2011.10","Top 1"
"Fox",5,"2011.10","Top 1"
"Clothing, Shoes & Jewelry",5,"2011.10","Top 1"
"Tributes",4.52,"2011.11","Top 5"
"Rock",4.52,"2011.11","Top 5"
"CDs & Vinyl",4.52,"2011.11","Top 5"
"Alternative Rock",4.52,"2011.11","Top 5"
"Goth & Industrial",4.52,"2011.11","Top 5"
"Industrial",4.52,"2011.11","Top 5"
"Alt Industrial",4.52,"2011.11","Top 5"
"India & Pakistan",4.52,"2011.11","Top 5"
"World Music",4.52,"2011.11","Top 5"
"Power Pop",4.52,"2011.11","Top 5"
"Dance & Electronic",4.52,"2011.11","Top 5"
"IDM",4.52,"2011.11","Top 5"
"Metal",4.52,"2011.11","Top 5"
"Pop",4.52,"2011.11","Top 5"
"Pop",4.52,"2011.11","Top 4"
"Country",4.52,"2011.11","Top 4"
"Traditional Blues",4.52,"2011.11","Top 4"
"Blues",4.52,"2011.11","Top 4"
"Bluegrass",4.52,"2011.11","Top 4"
"CDs & Vinyl",4.52,"2011.11","Top 4"
"Traditional Folk",4.52,"2011.11","Top 4"
"Folk",4.52,"2011.11","Top 4"
"Digital Music",4.54,"2011.11","Top 3"
"CDs & Vinyl",4.57,"2011.11","Top 2"
"Christian",4.57,"2011.11","Top 2"
"Praise & Worship",4.57,"2011.11","Top 2"
"Pop",4.62,"2011.11","Top 1"
"New Age",4.62,"2011.11","Top 1"
"Folk",4.62,"2011.11","Top 1"
"CDs & Vinyl",4.62,"2011.11","Top 1"
"Traditional Folk",4.62,"2011.11","Top 1"
"Musical Instruments",4.54,"2011.12","Top 5"
"World Music",4.54,"2011.12","Top 5"
"General Accessories",4.54,"2011.12","Top 5"
"Dance & Electronic",4.54,"2011.12","Top 5"
"World Dance",4.54,"2011.12","Top 5"
"Jazz",4.54,"2011.12","Top 5"
"Pop",4.54,"2011.12","Top 5"
"CDs & Vinyl",4.54,"2011.12","Top 5"
"Instrument Accessories",4.54,"2011.12","Top 5"
"CDs & Vinyl",4.55,"2011.12","Top 4"
"Movies",4.55,"2011.12","Top 4"
"Movies & TV",4.55,"2011.12","Top 4"
"Childrens Music",4.55,"2011.12","Top 4"
"Movies",4.55,"2011.12","Top 4"
"CDs & Vinyl",4.55,"2011.12","Top 4"
"Movies & TV",4.55,"2011.12","Top 4"
"Childrens Music",4.55,"2011.12","Top 4"
"New Age",4.62,"2011.12","Top 3"
"Pop",4.62,"2011.12","Top 3"
"Traditional Folk",4.62,"2011.12","Top 3"
"Folk",4.62,"2011.12","Top 3"
"CDs & Vinyl",4.62,"2011.12","Top 3"
"Praise & Worship",4.68,"2011.12","Top 2"
"CDs & Vinyl",4.68,"2011.12","Top 2"
"Christian",4.68,"2011.12","Top 2"
"Juniors",4.84,"2011.12","Top 1"
"F",4.84,"2011.12","Top 1"
"Women",4.84,"2011.12","Top 1"
"Clothing",4.84,"2011.12","Top 1"
"Tops & Tees",4.84,"2011.12","Top 1"
"Tanks & Camis",4.84,"2011.12","Top 1"
"Clothing, Shoes & Jewelry",4.84,"2011.12","Top 1"
"Fox",4.84,"2011.12","Top 1"
"Accessories",4.5,"2011.2","Top 5"
"Handbag Accessories",4.5,"2011.2","Top 5"
"Clothing, Shoes & Jewelry",4.5,"2011.2","Top 5"
"Clothing, Shoes & Jewelry",4.5,"2011.2","Top 5"
"Accessories",4.5,"2011.2","Top 5"
"Women",4.5,"2011.2","Top 5"
"Handbag Hangers",4.5,"2011.2","Top 5"
"Handbag Accessories",4.5,"2011.2","Top 5"
"Accessories",4.5,"2011.2","Top 5"
"Women",4.5,"2011.2","Top 5"
"Clothing, Shoes & Jewelry",4.5,"2011.2","Top 5"
"Handbag Hangers",4.5,"2011.2","Top 5"
"Handbag Accessories",4.5,"2011.2","Top 5"
"Handbag Hangers",4.5,"2011.2","Top 5"
"Clothing, Shoes & Jewelry",4.5,"2011.2","Top 5"
"Women",4.5,"2011.2","Top 5"
"Accessories",4.5,"2011.2","Top 5"
"Handbag Accessories",4.5,"2011.2","Top 5"
"Handbag Hangers",4.5,"2011.2","Top 5"
"Women",4.5,"2011.2","Top 5"
"Traditional Folk",4.5,"2011.2","Top 4"
"Folk",4.5,"2011.2","Top 4"
"CDs & Vinyl",4.5,"2011.2","Top 4"
"Blues",4.5,"2011.2","Top 4"
"Traditional Blues",4.5,"2011.2","Top 4"
"Country",4.5,"2011.2","Top 4"
"Bluegrass",4.5,"2011.2","Top 4"
"Pop",4.5,"2011.2","Top 4"
"CDs & Vinyl",4.58,"2011.2","Top 3"
"Christian",4.58,"2011.2","Top 3"
"Praise & Worship",4.58,"2011.2","Top 3"
"CDs & Vinyl",4.63,"2011.2","Top 2"
"Personal Care",4.63,"2011.2","Top 2"
"Oral Hygiene",4.63,"2011.2","Top 2"
"Tongue Brushes, Scrapers & Cleaners",4.63,"2011.2","Top 2"
"Dance & Electronic",4.63,"2011.2","Top 2"
"Ambient",4.63,"2011.2","Top 2"
"Techno",4.63,"2011.2","Top 2"
"Pop",4.63,"2011.2","Top 2"
"Dance Pop",4.63,"2011.2","Top 2"
"Special Interest",4.63,"2011.2","Top 2"
"Health & Personal Care",4.63,"2011.2","Top 2"
